feature,mean_abs_shap,selected,index_in_selected,config_name,model_name,original_f1,original_auc
rev_neg_taurocholenate sulfate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_taurodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_taurolithocholate 3-sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_tetradecanedioate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_theophylline,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_thyroxine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_tricosenoate (23:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_uracil,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_urate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_uridine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_ursodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_vanillylmandelate (VMA),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_taurochenodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_suberate (octanedioate),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_phosphate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_proline,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_phosphoethanolamine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pipecolate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pregn steroid monosulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pregnanediol-3-glucuronide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pregnen-diol disulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pregnenolone sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_propyl 4-hydroxybenzoate sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_stearidonate (18:4n3),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pseudouridine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_pyridoxate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_S-methylcysteine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_saccharin,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_sebacate (decanedioate),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_stearate (18:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_N-acetyl-beta-alanine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_myristate (14:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_beta-hydroxyisovalerate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_DSGEGDFXAEGGGVR,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_docosadienoate (22:2n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_docosapentaenoate (n3 DPA; 22:5n3),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_docosapentaenoate (n6 DPA; 22:5n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_docosatrienoate (22:3n3),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_dodecanedioate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_dopamine sulfate (2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_eicosanodioate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_dihomo-linoleate (20:2n6),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_eicosapentaenoate (EPA; 20:5n3),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_eicosenoate (20:1),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_epiandrosterone sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_erucate (22:1n9),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_etiocholanolone glucuronide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_eugenol sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_dihomo-linolenate (20:3n3 or n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_deoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_gamma-glutamylisoleucine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_caprylate (8:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"rev_neg_bilirubin (E,E)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"rev_neg_bilirubin (Z,Z)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_pyroglutamine*,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_butyrylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_caprate (10:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_caproate (6:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_catechol sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_dehydroisoandrosterone sulfate (DHEA-S),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_chenodeoxycholate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_citrate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_cortisol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_cortisone,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_cysteine s-sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_cytidine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_gamma-CEHC,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_gamma-glutamylmethionine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_methyl-4-hydroxybenzoate sulfate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_laurate (12:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_indoleacetate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_indolelactate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_inosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_isobutyrylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_isovalerate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_lactate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_linoleate (18:2n6),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_homocitrulline,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_linolenate [alpha or gamma; (18:3n3 or 6)],0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_linoleoyl ethanolamide,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_malate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_margarate (17:0),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_mead acid (20:3n9),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_methyl glucopyranoside (alpha + beta),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_hypoxanthine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_hippurate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_gamma-glutamyltryptophan,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycocholate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_gamma-glutamyltyrosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycerol,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycerophosphoinositol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycochenodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycochenodeoxycholate glucuronide (1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycochenodeoxycholate sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycocholenate sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_hexadecanedioate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycodeoxycholate sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycohyocholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycolithocholate sulfate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_glycoursodeoxycholate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_neg_guanosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_quinolinate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_pimeloylcarnitine/3-methyladipoylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_propionylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
rev_pos_prolylglycine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoylcholine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_piperine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_retinal,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_retinol (Vitamin A),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_spermidine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_sphinganine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_sphinganine-1-phosphate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/14:0, d16:1/16:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/15:0, d16:1/17:0)",0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/18:1, d18:2/18:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/20:0, d16:1/22:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/20:1, d18:2/20:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoyl sphingomyelin (d18:1/16:0),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoyl dihydrosphingomyelin (d18:0/16:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoloelycholine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_myristoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_glycosyl-N-palmitoyl-sphingosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_glycosyl-N-stearoyl-sphingosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_heme,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_lactosyl-N-palmitoyl-sphingosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_linoleamide (18:2n6),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_linoleoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_N-palmitoyl-sphinganine (d18:0/16:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_palmitoleoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_N-palmitoyl-sphingosine (d18:1/16:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_octanoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_oleamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_oleoyl ethanolamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_oleoylcarnitine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_oleoylcholine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:1/24:1, d18:2/24:0)",0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:2/14:0, d18:1/14:1)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_allantoin,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_3-hydroxy-3-methylglutarate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_3-hydroxybutyrate (BHBA),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_3-hydroxyisobutyrate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_3-methylglutaconate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_5-acetylamino-6-amino-3-methyluracil,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_alanine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_alpha-ketoglutarate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_2-isopropylmalate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_arabitol/xylitol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_arabonate/xylonate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_asparagine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_citrulline,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_creatine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_dihydroorotate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_3-hydroxy-2-ethylpropionate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_2-hydroxyglutarate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:2/16:0, d18:1/16:1)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_tricosanoyl sphingomyelin (d18:1/23:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_pos_sphingomyelin (d18:2/24:1, d18:1/24:2)",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_sphingosine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_sphingosine 1-phosphate,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_stearamide,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_stearoyl sphingomyelin (d18:1/18:0),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_stearoylcarnitine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-arachidonoyl-GPA (20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_2-hydroxybutyrate/2-hydroxyisobutyrate,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_neg_1-stearoyl-2-linoleoyl-GPI (18:0/18:2),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
"fwd_neg_2,3-dihydroxyisovalerate",0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_gamma-tocopherol/beta-tocopherol,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_eicosapentaenoylcholine,0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_docosahexaenoylcholine,0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-lignoceroyl-GPC (24:0),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-linolenoyl-GPC (18:3),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-linoleoyl-GPC (18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-linoleoyl-GPE (18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-2-linoleoyl-GPC (18:1/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-arachidonoyl-GPC (20:4n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-2-linoleoyl-GPE (18:1/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-GPC (18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-oleoyl-GPE (18:1),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2),0,FALSE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
fwd_pos_1-arachidonoyl-GPE (20:4n6),0,TRUE,1,standard_random_forest_175f(30%)_NoBalance,XGBoost,0.842539683,0.975
